;Rank;Rider;Team;Times;Gap;B;P;Stages;Ranking type;Points;Checkpoint;Year;Distance (km);Number of stages;ResultType;TotalSeconds;GapSeconds
464720;9;;ASTANA QAZAQSTAN TEAM;12h 26' 18'';-;;;5;Team (Stage);;;2024;3492;21;time;44778;0
464721;1;ARNAUD DE LIE;LOTTO DSTNY;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464722;10;REMCO EVENEPOEL;SOUDAL QUICK-STEP;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464723;11;SANTIAGO BUITRAGO SANCHEZ;BAHRAIN VICTORIOUS;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464724;12;THOMAS GACHIGNARD;TOTALENERGIES;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464725;13;ROMAIN GREGOIRE;GROUPAMA-FDJ;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464726;14;JOHANNES KULSET;UNO-X MOBILITY;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464727;15;ILAN VAN WILDER;SOUDAL QUICK-STEP;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464728;16;CARLOS RODRIGUEZ;INEOS GRENADIERS;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464729;17;PAUL LAPEIRA;DECATHLON AG2R LA MONDIALE TEAM;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464730;18;JUAN AYUSO PESQUERA;UAE TEAM EMIRATES;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464731;19;JORDAN JEGAT;TOTALENERGIES;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464732;2;BINIAM GIRMAY;INTERMARCHÉ - WANTY;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464733;20;KÉVIN VAUQUELIN;ARKEA-B&B HOTELS;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464734;21;RAUL GARCIA PIERNA;ARKEA-B&B HOTELS;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464735;22;TOBIAS HALLAND JOHANNESSEN;UNO-X MOBILITY;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464736;23;BEN TURNER;INEOS GRENADIERS;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464737;24;YEVGENIY FEDOROV;ASTANA QAZAQSTAN TEAM;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464738;25;SÉBASTIEN GRIGNARD;LOTTO DSTNY;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464739;26;LENNY MARTINEZ;GROUPAMA-FDJ;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464740;27;MAXIM VAN GILS;LOTTO DSTNY;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464741;28;AXEL LAURANCE;ALPECIN-DECEUNINCK;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464742;29;JAVIER ROMO OLIVER;MOVISTAR TEAM;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464743;3;MARIJN VAN DEN BERG;EF EDUCATION - EASYPOST;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464744;30;FRANK VAN DEN BROEK;TEAM DSM-FIRMENICH POSTNL;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464745;31;SEAN QUINN;EF EDUCATION - EASYPOST;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464746;32;TOM PIDCOCK;INEOS GRENADIERS;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464747;33;EDGAR OSCAR ONLEY;TEAM DSM-FIRMENICH POSTNL;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464748;34;JARRAD ERIKS DRIZNERS;LOTTO DSTNY;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464749;35;HUGO PAGE;INTERMARCHÉ - WANTY;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464750;36;FRED WRIGHT;BAHRAIN VICTORIOUS;04h 11' 29'';+ 00h 02' 43'';;;5;Youth (Stage);;;2024;3492;21;time;15089;163
464751;37;MATTEO VERCHER;TOTALENERGIES;04h 11' 29'';+ 00h 02' 43'';;;5;Youth (Stage);;;2024;3492;21;time;15089;163
464752;38;SØREN WÆRENSKJOLD;UNO-X MOBILITY;04h 11' 52'';+ 00h 03' 06'';;;5;Youth (Stage);;;2024;3492;21;time;15112;186
464753;4;ALEXIS RENARD;COFIDIS;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464754;5;OIER LAZKANO LOPEZ;MOVISTAR TEAM;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464755;6;LAURENZ REX;INTERMARCHÉ - WANTY;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464756;7;JAKE STEWART;ISRAEL - PREMIER TECH;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464757;8;BEN HEALY;EF EDUCATION - EASYPOST;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464758;9;MATTEO JORGENSON;TEAM VISMA | LEASE A BIKE;04h 08' 46'';-;;;5;Youth (Stage);;;2024;3492;21;time;14926;0
464759;1;JONAS ABRAHAMSEN;UNO-X MOBILITY;;;;;6;Climber (Stage);1 PTS;;2024;3492;21;time;0;0
464760;1;DYLAN GROENEWEGEN;TEAM JAYCO ALULA;03h 31' 55'';-;10';;6;Individual (Stage);;;2024;3492;21;time;12715;0
464761;10;PIET ALLEGAERT;COFIDIS;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464762;100;JOHANNES KULSET;UNO-X MOBILITY;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464763;101;CRISTIAN RODRIGUEZ MARTIN;ARKEA-B&B HOTELS;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464764;102;CHRIS HARPER;TEAM JAYCO ALULA;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464765;103;JAVIER ROMO OLIVER;MOVISTAR TEAM;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464766;104;LUKA MEZGEC;TEAM JAYCO ALULA;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464767;105;LUKE DURBRIDGE;TEAM JAYCO ALULA;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464768;106;JONAS RICKAERT;ALPECIN-DECEUNINCK;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464769;107;JASPER PHILIPSEN;ALPECIN-DECEUNINCK;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464770;108;SEAN QUINN;EF EDUCATION - EASYPOST;03h 32' 24'';+ 00h 00' 29'';;;6;Individual (Stage);;;2024;3492;21;time;12744;29
464771;109;TIM WELLENS;UAE TEAM EMIRATES;03h 32' 27'';+ 00h 00' 32'';;;6;Individual (Stage);;;2024;3492;21;time;12747;32
464772;11;BRYAN COQUARD;COFIDIS;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464773;110;HUGO HOULE;ISRAEL - PREMIER TECH;03h 32' 27'';+ 00h 00' 32'';;;6;Individual (Stage);;;2024;3492;21;time;12747;32
464774;111;NIKIAS ARNDT;BAHRAIN VICTORIOUS;03h 32' 27'';+ 00h 00' 32'';;;6;Individual (Stage);;;2024;3492;21;time;12747;32
464775;112;DAVIDE FORMOLO;MOVISTAR TEAM;03h 32' 27'';+ 00h 00' 32'';;;6;Individual (Stage);;;2024;3492;21;time;12747;32
464776;113;CEDRIC BEULLENS;LOTTO DSTNY;03h 32' 27'';+ 00h 00' 32'';;;6;Individual (Stage);;;2024;3492;21;time;12747;32
464777;114;JOHN DEGENKOLB;TEAM DSM-FIRMENICH POSTNL;03h 32' 27'';+ 00h 00' 32'';;;6;Individual (Stage);;;2024;3492;21;time;12747;32
464778;115;DANIEL MCLAY;ARKEA-B&B HOTELS;03h 32' 27'';+ 00h 00' 32'';;;6;Individual (Stage);;;2024;3492;21;time;12747;32
464779;116;ALEX ARANBURU DEVA;MOVISTAR TEAM;03h 32' 35'';+ 00h 00' 40'';;;6;Individual (Stage);;;2024;3492;21;time;12755;40
464780;117;KÉVIN VAUQUELIN;ARKEA-B&B HOTELS;03h 32' 35'';+ 00h 00' 40'';;;6;Individual (Stage);;;2024;3492;21;time;12755;40
464781;118;BEN TURNER;INEOS GRENADIERS;03h 32' 35'';+ 00h 00' 40'';;;6;Individual (Stage);;;2024;3492;21;time;12755;40
464782;119;FRED WRIGHT;BAHRAIN VICTORIOUS;03h 32' 35'';+ 00h 00' 40'';;;6;Individual (Stage);;;2024;3492;21;time;12755;40
464783;12;SANDY DUJARDIN;TOTALENERGIES;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464784;120;RICHARD CARAPAZ;EF EDUCATION - EASYPOST;03h 32' 35'';+ 00h 00' 40'';;;6;Individual (Stage);;;2024;3492;21;time;12755;40
464785;121;RAUL GARCIA PIERNA;ARKEA-B&B HOTELS;03h 32' 35'';+ 00h 00' 40'';;;6;Individual (Stage);;;2024;3492;21;time;12755;40
464786;122;SILVAN DILLIER;ALPECIN-DECEUNINCK;03h 32' 35'';+ 00h 00' 40'';;;6;Individual (Stage);;;2024;3492;21;time;12755;40
464787;123;GIANNI VERMEERSCH;ALPECIN-DECEUNINCK;03h 32' 35'';+ 00h 00' 40'';;;6;Individual (Stage);;;2024;3492;21;time;12755;40
464788;124;SÉBASTIEN GRIGNARD;LOTTO DSTNY;03h 32' 35'';+ 00h 00' 40'';;;6;Individual (Stage);;;2024;3492;21;time;12755;40
464789;125;VICTOR CAMPENAERTS;LOTTO DSTNY;03h 32' 35'';+ 00h 00' 40'';;;6;Individual (Stage);;;2024;3492;21;time;12755;40
464790;126;WOUT POELS;BAHRAIN VICTORIOUS;03h 32' 35'';+ 00h 00' 40'';;;6;Individual (Stage);;;2024;3492;21;time;12755;40
464791;127;NELSON OLIVEIRA;MOVISTAR TEAM;03h 32' 35'';+ 00h 00' 40'';;;6;Individual (Stage);;;2024;3492;21;time;12755;40
464792;128;LOUIS VERVAEKE;SOUDAL QUICK-STEP;03h 32' 35'';+ 00h 00' 40'';;;6;Individual (Stage);;;2024;3492;21;time;12755;40
464793;129;TIM DECLERCQ;LIDL-TREK;03h 32' 35'';+ 00h 00' 40'';;;6;Individual (Stage);;;2024;3492;21;time;12755;40
464794;13;GERBEN THIJSSEN;INTERMARCHÉ - WANTY;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464795;130;TIESJ BENOOT;TEAM VISMA | LEASE A BIKE;03h 32' 35'';+ 00h 00' 40'';;;6;Individual (Stage);;;2024;3492;21;time;12755;40
464796;131;RASMUS TILLER;UNO-X MOBILITY;03h 32' 35'';+ 00h 00' 40'';;;6;Individual (Stage);;;2024;3492;21;time;12755;40
464797;132;ION IZAGIRRE INSAUSTI;COFIDIS;03h 32' 35'';+ 00h 00' 40'';;;6;Individual (Stage);;;2024;3492;21;time;12755;40
464798;133;LUCA MOZZATO;ARKEA-B&B HOTELS;03h 32' 35'';+ 00h 00' 40'';;;6;Individual (Stage);;;2024;3492;21;time;12755;40
464799;134;JAKOB FUGLSANG;ISRAEL - PREMIER TECH;03h 32' 35'';+ 00h 00' 40'';;;6;Individual (Stage);;;2024;3492;21;time;12755;40
464800;135;DAVID GAUDU;GROUPAMA-FDJ;03h 33' 04'';+ 00h 01' 09'';;;6;Individual (Stage);;;2024;3492;21;time;12784;69
464801;136;TOM PIDCOCK;INEOS GRENADIERS;03h 33' 04'';+ 00h 01' 09'';;;6;Individual (Stage);;;2024;3492;21;time;12784;69
464802;137;JONAS ABRAHAMSEN;UNO-X MOBILITY;03h 33' 04'';+ 00h 01' 09'';;;6;Individual (Stage);;;2024;3492;21;time;12784;69
464803;138;BART LEMMEN;TEAM VISMA | LEASE A BIKE;03h 33' 04'';+ 00h 01' 09'';;;6;Individual (Stage);;;2024;3492;21;time;12784;69
464804;139;MATEJ MOHORIC;BAHRAIN VICTORIOUS;03h 33' 30'';+ 00h 01' 35'';;;6;Individual (Stage);;;2024;3492;21;time;12810;95
464805;14;CEES BOL;ASTANA QAZAQSTAN TEAM;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464806;140;AXEL LAURANCE;ALPECIN-DECEUNINCK;03h 33' 30'';+ 00h 01' 35'';;;6;Individual (Stage);;;2024;3492;21;time;12810;95
464807;141;TOBIAS HALLAND JOHANNESSEN;UNO-X MOBILITY;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464808;142;QUENTIN PACHER;GROUPAMA-FDJ;03h 33' 45'';+ 00h 01' 50'';;;6;Individual (Stage);;;2024;3492;21;time;12825;110
464809;143;MAXIM VAN GILS;LOTTO DSTNY;03h 33' 51'';+ 00h 01' 56'';;;6;Individual (Stage);;;2024;3492;21;time;12831;116
464810;144;PAVEL SIVAKOV;UAE TEAM EMIRATES;03h 33' 51'';+ 00h 01' 56'';;;6;Individual (Stage);;;2024;3492;21;time;12831;116
464811;145;MATTEO SOBRERO;RED BULL - BORA - HANSGROHE;03h 33' 57'';+ 00h 02' 02'';;;6;Individual (Stage);;;2024;3492;21;time;12837;122
464812;146;ALEXEY LUTSENKO;ASTANA QAZAQSTAN TEAM;03h 34' 12'';+ 00h 02' 17'';;00' 20'';6;Individual (Stage);;;2024;3492;21;time;12852;137
464813;147;WILCO KELDERMAN;TEAM VISMA | LEASE A BIKE;03h 34' 19'';+ 00h 02' 24'';;;6;Individual (Stage);;;2024;3492;21;time;12859;144
464814;148;STEPHEN WILLIAMS;ISRAEL - PREMIER TECH;03h 34' 36'';+ 00h 02' 41'';;;6;Individual (Stage);;;2024;3492;21;time;12876;161
464815;149;MARCO HALLER;RED BULL - BORA - HANSGROHE;03h 34' 36'';+ 00h 02' 41'';;;6;Individual (Stage);;;2024;3492;21;time;12876;161
464816;15;MADS PEDERSEN;LIDL-TREK;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464817;150;BRENT VAN MOER;LOTTO DSTNY;03h 34' 48'';+ 00h 02' 53'';;;6;Individual (Stage);;;2024;3492;21;time;12888;173
464818;151;EDGAR OSCAR ONLEY;TEAM DSM-FIRMENICH POSTNL;03h 34' 48'';+ 00h 02' 53'';;;6;Individual (Stage);;;2024;3492;21;time;12888;173
464819;152;LENNY MARTINEZ;GROUPAMA-FDJ;03h 34' 48'';+ 00h 02' 53'';;;6;Individual (Stage);;;2024;3492;21;time;12888;173
464820;153;GREGOR MÜHLBERGER;MOVISTAR TEAM;03h 34' 48'';+ 00h 02' 53'';;;6;Individual (Stage);;;2024;3492;21;time;12888;173
464821;154;MATHIEU BURGAUDEAU;TOTALENERGIES;03h 34' 48'';+ 00h 02' 53'';;;6;Individual (Stage);;;2024;3492;21;time;12888;173
464822;155;MATTEO VERCHER;TOTALENERGIES;03h 34' 48'';+ 00h 02' 53'';;;6;Individual (Stage);;;2024;3492;21;time;12888;173
464823;156;WARREN BARGUIL;TEAM DSM-FIRMENICH POSTNL;03h 34' 48'';+ 00h 02' 53'';;;6;Individual (Stage);;;2024;3492;21;time;12888;173
464824;157;ROMAIN BARDET;TEAM DSM-FIRMENICH POSTNL;03h 34' 48'';+ 00h 02' 53'';;;6;Individual (Stage);;;2024;3492;21;time;12888;173
464825;158;CLÉMENT CHAMPOUSSIN;ARKEA-B&B HOTELS;03h 34' 48'';+ 00h 02' 53'';;;6;Individual (Stage);;;2024;3492;21;time;12888;173
464826;159;YEVGENIY FEDOROV;ASTANA QAZAQSTAN TEAM;03h 34' 53'';+ 00h 02' 58'';;;6;Individual (Stage);;;2024;3492;21;time;12893;178
464827;16;MATHIEU VAN DER POEL;ALPECIN-DECEUNINCK;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464828;160;DAVIDE BALLERINI;ASTANA QAZAQSTAN TEAM;03h 34' 53'';+ 00h 02' 58'';;;6;Individual (Stage);;;2024;3492;21;time;12893;178
464829;161;RUI COSTA;EF EDUCATION - EASYPOST;03h 35' 13'';+ 00h 03' 18'';;;6;Individual (Stage);;;2024;3492;21;time;12913;198
464830;162;MARIJN VAN DEN BERG;EF EDUCATION - EASYPOST;03h 35' 13'';+ 00h 03' 18'';;;6;Individual (Stage);;;2024;3492;21;time;12913;198
464831;163;NEILSON POWLESS;EF EDUCATION - EASYPOST;03h 35' 13'';+ 00h 03' 18'';;;6;Individual (Stage);;;2024;3492;21;time;12913;198
464832;164;ALBERTO BETTIOL;EF EDUCATION - EASYPOST;03h 35' 13'';+ 00h 03' 18'';;;6;Individual (Stage);;;2024;3492;21;time;12913;198
464833;165;NICO DENZ;RED BULL - BORA - HANSGROHE;03h 35' 13'';+ 00h 03' 18'';;;6;Individual (Stage);;;2024;3492;21;time;12913;198
464834;166;HAROLD TEJADA CANACUE;ASTANA QAZAQSTAN TEAM;03h 35' 13'';+ 00h 03' 18'';;;6;Individual (Stage);;;2024;3492;21;time;12913;198
464835;167;FABIEN GRELLIER;TOTALENERGIES;03h 35' 13'';+ 00h 03' 18'';;;6;Individual (Stage);;;2024;3492;21;time;12913;198
464836;168;JONATHAN CASTROVIEJO NICOLAS;INEOS GRENADIERS;03h 35' 13'';+ 00h 03' 18'';;;6;Individual (Stage);;;2024;3492;21;time;12913;198
464837;169;JESUS HERRADA;COFIDIS;03h 35' 13'';+ 00h 03' 18'';;;6;Individual (Stage);;;2024;3492;21;time;12913;198
464838;17;CLÉMENT RUSSO;GROUPAMA-FDJ;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464839;170;JUUL CHRISTOPHER JENSEN;TEAM JAYCO ALULA;03h 35' 13'';+ 00h 03' 18'';;;6;Individual (Stage);;;2024;3492;21;time;12913;198
464840;171;HARM VANHOUCKE;LOTTO DSTNY;03h 35' 13'';+ 00h 03' 18'';;;6;Individual (Stage);;;2024;3492;21;time;12913;198
464841;172;JAN HIRT;SOUDAL QUICK-STEP;03h 35' 13'';+ 00h 03' 18'';;;6;Individual (Stage);;;2024;3492;21;time;12913;198
464842;173;JARRAD ERIKS DRIZNERS;LOTTO DSTNY;03h 35' 13'';+ 00h 03' 18'';;;6;Individual (Stage);;;2024;3492;21;time;12913;198
464843;174;JAN TRATNIK;TEAM VISMA | LEASE A BIKE;03h 36' 31'';+ 00h 04' 36'';;;6;Individual (Stage);;;2024;3492;21;time;12991;276
464844;18;ANTHONY TURGIS;TOTALENERGIES;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464845;19;MARK CAVENDISH;ASTANA QAZAQSTAN TEAM;03h 31' 55'';-;;00' 40'';6;Individual (Stage);;;2024;3492;21;time;12715;0
464846;2;BINIAM GIRMAY;INTERMARCHÉ - WANTY;03h 31' 55'';-;06';;6;Individual (Stage);;;2024;3492;21;time;12715;0
464847;20;OLIVER NAESEN;DECATHLON AG2R LA MONDIALE TEAM;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464848;21;AMAURY CAPIOT;ARKEA-B&B HOTELS;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464849;22;STEFAN BISSEGGER;EF EDUCATION - EASYPOST;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464850;23;SØREN WÆRENSKJOLD;UNO-X MOBILITY;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464851;24;SAM BENNETT;DECATHLON AG2R LA MONDIALE TEAM;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464852;25;MICHAEL MØRKØV;ASTANA QAZAQSTAN TEAM;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464853;26;GUILLAUME BOIVIN;ISRAEL - PREMIER TECH;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464854;27;ROBBE GHYS;ALPECIN-DECEUNINCK;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464855;28;FABIO JAKOBSEN;TEAM DSM-FIRMENICH POSTNL;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464856;29;RYAN GIBBONS;LIDL-TREK;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464857;3;FERNANDO GAVIRIA RENDON;MOVISTAR TEAM;03h 31' 55'';-;04';;6;Individual (Stage);;;2024;3492;21;time;12715;0
464858;30;MAGNUS CORT NIELSEN;UNO-X MOBILITY;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464859;31;DEREK GEE;ISRAEL - PREMIER TECH;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464860;32;YVES LAMPAERT;SOUDAL QUICK-STEP;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464861;33;GUILLAUME MARTIN GUYONNET;COFIDIS;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464862;34;TADEJ POGAČAR;UAE TEAM EMIRATES;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464863;35;JASPER STUYVEN;LIDL-TREK;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464864;36;MICHAL KWIATKOWSKI;INEOS GRENADIERS;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464865;37;CARLOS RODRIGUEZ;INEOS GRENADIERS;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464866;38;OIER LAZKANO LOPEZ;MOVISTAR TEAM;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464867;39;EGAN BERNAL GOMEZ;INEOS GRENADIERS;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464868;4;PHIL BAUHAUS;BAHRAIN VICTORIOUS;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464869;40;CHRISTOPHE LAPORTE;TEAM VISMA | LEASE A BIKE;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464870;41;MIKE TEUNISSEN;INTERMARCHÉ - WANTY;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464871;42;MATTEO JORGENSON;TEAM VISMA | LEASE A BIKE;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464872;43;JONAS VINGEGAARD HANSEN;TEAM VISMA | LEASE A BIKE;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464873;44;JAKE STEWART;ISRAEL - PREMIER TECH;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464874;45;REMCO EVENEPOEL;SOUDAL QUICK-STEP;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464875;46;SANTIAGO BUITRAGO SANCHEZ;BAHRAIN VICTORIOUS;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464876;47;ILAN VAN WILDER;SOUDAL QUICK-STEP;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464877;48;ALEKSANDR VLASOV;RED BULL - BORA - HANSGROHE;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464878;49;GEORG ZIMMERMANN;INTERMARCHÉ - WANTY;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464879;5;ARNAUD DE LIE;LOTTO DSTNY;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464880;50;TOMS SKUJINS;LIDL-TREK;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464881;51;GIANNI MOSCON;SOUDAL QUICK-STEP;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464882;52;NILS POLITT;UAE TEAM EMIRATES;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464883;53;MARC SOLER;UAE TEAM EMIRATES;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464884;54;JOAO ALMEIDA;UAE TEAM EMIRATES;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464885;55;JAI HINDLEY;RED BULL - BORA - HANSGROHE;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464886;56;LOUIS MEINTJES;INTERMARCHÉ - WANTY;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464887;57;PRIMOZ ROGLIC;RED BULL - BORA - HANSGROHE;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464888;58;JACK HAIG;BAHRAIN VICTORIOUS;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464889;59;MICHAEL MATTHEWS;TEAM JAYCO ALULA;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464890;6;WOUT VAN AERT;TEAM VISMA | LEASE A BIKE;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464891;60;LAURENS DE PLUS;INEOS GRENADIERS;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464892;61;GIULIO CICCONE;LIDL-TREK;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464893;62;GERAINT THOMAS;INEOS GRENADIERS;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464894;63;NANS PETERS;DECATHLON AG2R LA MONDIALE TEAM;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464895;64;PELLO BILBAO LOPEZ DE ARMENTIA;BAHRAIN VICTORIOUS;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464896;65;KOBE GOOSSENS;INTERMARCHÉ - WANTY;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464897;66;NILS EEKHOFF;TEAM DSM-FIRMENICH POSTNL;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464898;67;THOMAS GACHIGNARD;TOTALENERGIES;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464899;68;MIKEL LANDA MEANA;SOUDAL QUICK-STEP;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464900;69;STEFAN KÜNG;GROUPAMA-FDJ;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
464901;7;ARNAUD DEMARE;ARKEA-B&B HOTELS;03h 31' 55'';-;;;6;Individual (Stage);;;2024;3492;21;time;12715;0
